"id","card_id","merchant","mcc","currency","amount","sgd_amount","transaction_id","transaction_date","card_pan","card_type"
"1a0feafa-dd73-47c0-8f14-203256b7f482","6d7c476a-6a43-440f-a08a-9755fbf7a236","Beer  Jacobs and Cormier",,"SGD",45.16,0,"e6c36ac42a1fc24a7d5d627d45c88080877b29acc9e162805d3354ed87a82ce8","2021-08-27","4691-3115-6429-9680","scis_shopping"
"cddfd35b-760a-4ccd-af93-d5ae08472c77","ca8bac18-d3be-4be7-8ffd-9a0e255bd260","Wyman  Romaguera and Mitchell","4452","SGD",4.49,0,"07967b840e9cb7b2c368404c3e0ecda9394834d0f685424ba01f0ff86f08ff8e","2021-08-27","4137-3248-8597-4685","scis_freedom"
"802d82bd-5c9c-4e83-b03b-ea16e06d5da5","e45c5570-7431-423b-8e98-37edc98dc8b7","Kohler  Hane and Weimann","9672","USD",59.73,0,"cc1a2fa5905faf02b294a8659fad1bf7f4d2a64b46c8391f97059c0e56e741d1","2021-08-27","4841-5336-4733-6226","scis_shopping"
"8d06d57a-2355-48ff-ae2c-472efd83fbe2","e45c5570-7431-423b-8e98-37edc98dc8b7","Waters Group","5299","SGD",5.23,0,"ad611cb77a7ef8accfc72624ba9b106b9c4742cce2a2048e13d34de77889924c","2021-08-27","4841-5336-4733-6226","scis_shopping"
"e23d61d2-5758-4bae-ab3a-d5518b7ec792","a88ed688-146d-4c1e-b429-d1bbdb2d617c","Wolf","9296","SGD",88.15,0,"955055b38a2beb49953132454727808d9d1a3c9c58e482bf5374eb517f44315f","2021-08-27","4713740851476","scis_freedom"
"bb19a6e0-ffe2-4d07-8a35-66489fd39521","a88ed688-146d-4c1e-b429-d1bbdb2d617c","Fritsch","2315","SGD",62.62,0,"a129e1c968a6577ffe6aa0dab75fe0a70b54732856437854cb2d2c6dda71f0cc","2021-08-27","4713740851476","scis_freedom"
"9bc6bb84-883f-41c8-b98c-7ad26dc380b3","61a6b011-2879-45b7-83ae-1ca9a019b148","Abernathy  Corwin and Hyatt","8633","SGD",77.39,0,"8181b0786db9888cd2a374b92881157e890c7154ae6941dc18755a6f1daff41b","2021-08-27","4864-8242-2023-7689","scis_freedom"
"bc5a1b0d-b25a-472c-9c69-6ca9250a5401","61a6b011-2879-45b7-83ae-1ca9a019b148","Sauer  Jacobi and Mayert","2270","SGD",291.06,0,"25320654b2277f6ee1a1ee817395ce8697e7eee6372e04b9b0efd62c92705d1b","2021-08-27","4864-8242-2023-7689","scis_freedom"
"6540257b-b7b0-4fd8-9d1c-b7cbbab9d325","d5a29986-6da6-4dbc-84b6-ee16ce170ba0","Ankunding Inc","8730","USD",11.19,0,"88f8d1f90c2707229ca0307dc86cf0b9658d10ec9e502cec2bee576ceea23ffd","2021-08-27","4187-9333-8539-3490","scis_shopping"
"a49b918a-589f-4d1a-b896-fc4f39ebf26e","d5a29986-6da6-4dbc-84b6-ee16ce170ba0","Johns  Beier and Stroman","3353","USD",98.28,0,"b41814382fcde1778cf52772274c7f736bab388baa27725a52c9a680ea82f717","2021-08-27","4187-9333-8539-3490","scis_shopping"
"34fedf06-2623-4b44-a880-fef7696f5dfd","222fe0eb-a037-4ae0-a669-81b5d7804dad","Hand","6053","SGD",48.69,0,"f26c4828d1607797925b1637bef2833aeff972ebf74c8472febf26aedb900c7b","2021-08-27","6771-8938-4106-4860","scis_platinummiles"
"90558015-e88c-4d8d-a0cb-6d6668dd368c","496bc397-7e92-4451-a00e-ce1ddb4dbd0d","Friesen LLC","5075","SGD",7163.54,0,"1ea7c845c2b762fdac5d7eae88d15676f34f2479e93b3b7820f64c22aa680bd6","2021-08-27","6771-8933-0787-5627","scis_platinummiles"
"fc2c0f56-c898-4522-b91c-759755348086","172fa588-cb07-4261-87ee-bedc9497be0a","Dach LLC","3183","SGD",901.08,0,"b5a69b405d6938d432a1cc0a1dad6244ba5be66fa3463141ad7386ad27a97948","2021-08-27","4963658678664","scis_shopping"
"74765dd2-28b7-40a8-b08c-cbc110bb9263","a24ffde5-edba-476e-bcd1-95a4b4083905","Rippin","5820","USD",2.25,0,"b4eb64d25d679553af903ab37033411ccc1c9865945b99441eccfdf75f7a8b82","2021-08-27","6771-8918-4652-5653","scis_platinummiles"
"cc6c1907-984c-4e8d-849e-359ff4898886","529e0406-75dd-4674-9835-c339d2404540","Larkin Group","8665","SGD",904.85,0,"02d5f7c624203246d76041306bf6a8f19fa8ce352a18dfa8be885076aa2fd830","2021-08-27","6771-8952-1808-5253","scis_platinummiles"
"eb64b470-bb51-46b3-8a40-bf7606ea976e","529e0406-75dd-4674-9835-c339d2404540","Cummings","6349","SGD",938.99,0,"e32eea12ddd38292cc1e22ec9279051a46e4bd71c851a72736be089649606756","2021-08-27","6771-8952-1808-5253","scis_platinummiles"
"6785d6f2-cdd0-4a6d-8128-85f37291e3a7","3e873132-2824-4695-a6e7-3ec0a8fa7115","Littel","2293","SGD",98.22,0,"5a15ee7034e5b6dc5878b913d64c12ee08314c780c25b66f77fd538a19196c36","2021-08-27","4979-9058-8062-1510","scis_freedom"
"ce97450f-3351-49bb-b514-40126615655a","3e873132-2824-4695-a6e7-3ec0a8fa7115","Rowe and Sons","8020","SGD",36.54,0,"a79a42ed3740f1b22eb9a7e8d336493b0922008c4d2fd9fb8629695e3677739e","2021-08-27","4979-9058-8062-1510","scis_freedom"
"19da1505-dea1-4cf4-9d1b-25faf04c9dfb","2efc9d8b-1bbb-4500-816a-07ddd87440d4","Konopelski Group","4890","SGD",7359.88,0,"9b804aeccea46e2575b4a3148a93a98e32a456cb44c92ccfab9c25e3dd70a767","2021-08-27","4786-6588-7624-6098","scis_shopping"
"6d3b4e45-7b17-465e-871c-c1b9fe03d07a","2efc9d8b-1bbb-4500-816a-07ddd87440d4","Lueilwitz Group","6350","SGD",734.89,0,"06cc5b91f99dcc27b75735f2e6f285f814a477a27825fb9ea1043be62b155658","2021-08-27","4786-6588-7624-6098","scis_shopping"
"5e44bb44-ab0d-4119-ba58-4643a7c9c051","2efc9d8b-1bbb-4500-816a-07ddd87440d4","Bode  Quitzon and Schuppe","3516","SGD",47.91,0,"ae2626f963a1cbecee9331f9fc94c7f83176b7559653a294a0d4bc3d33eff049","2021-08-27","4786-6588-7624-6098","scis_shopping"
"2ed82c80-5e22-40bb-b4bf-d77a78621ea1","64a7aaad-5be9-41dc-bfd7-7cc8cb31683b","Baumbach  Willms and Cole","8071","SGD",592.41,0,"57e69ff509e5d30c2b183f5cdc7f1d5e70f6d3d230a68da8c97a5615f2c72414","2021-08-27","4128-5401-7519-5522","scis_freedom"
"11675ed0-3189-46da-b788-5aef0f6ac708","ccf6b71e-b88f-4856-b660-b2105b675f74","Pacocha",,"SGD",446.58,0,"e833163311f1340043aff8ff7d06df70e8a67ba8b21a2767d48fad81659e00ff","2021-08-27","4939950246046","scis_premiummiles"
"d485dec2-5d30-4dd6-8b67-1869e48f9768","ccf6b71e-b88f-4856-b660-b2105b675f74","Armstrong","3530","USD",310.34,0,"95b668b32eedeaee2060eb64f4a8da3fcf479f72750cc39841fc265a0905b13c","2021-08-27","4939950246046","scis_premiummiles"
"22f6a1a9-727f-46be-8a4b-e04257f9047c","ccf6b71e-b88f-4856-b660-b2105b675f74","Denesik Inc","9631","SGD",1.52,0,"2083b3a263865fb89e30e55b85896e132d0686dc3673922cf374c1e0e8d53c78","2021-08-27","4939950246046","scis_premiummiles"
"cb017e95-2e40-4575-9ca6-9fd1d2aa3484","137364c8-de8c-4978-8ce0-e952c80234c0","Mills","3515","USD",400.63,0,"ccbeadb7c65609786106f14bd254c798ad09d4f46c3a297408d3b349d030a2b0","2021-08-27","4196030364675","scis_premiummiles"
"069aae72-27ee-4835-a732-800a647f517b","8f9d3c51-e720-4ccd-8e33-e4deacd57be4","Braun Group","5793","USD",964.43,0,"27bbc9da307ac05c624289e4e7e45eccb173519376307d1c1e59e60f4a70daee","2021-08-27","5271-5316-4095-4884","scis_platinummiles"
"bc11efba-514a-4992-a5a3-346cd6f6b7f3","c83725af-6717-4f4b-b39c-e505042c38f7","Zulauf  Grady and Parker",,"SGD",55.44,0,"8497ba46a48b7230b397a90291200f7ffdb7a81c1cb396020ebfa14084b52688","2021-08-27","4402-2441-9365-2716","scis_shopping"
"469db67e-618d-47b7-a9ef-0688c0df020b","c83725af-6717-4f4b-b39c-e505042c38f7","Borer","1639","USD",4312.96,0,"35e7bca2775d4fb5cd96ae56beb2a80e6a5bc2d3d53571934b02f5e568f6dd9e","2021-08-27","4402-2441-9365-2716","scis_shopping"
"9db84ea4-2bc5-489d-b766-45ba93a285f7","79ed473b-3537-45a4-a6a3-a4a412a3e59f","Grady","5206","USD",633.02,0,"022875c9f6745cf693f79fba64e000e2ead5947e34540f2448f60ec1cb45181b","2021-08-27","4614245132661","scis_premiummiles"
"fae3dc0e-67b8-44a7-8fad-18fd0bc1b3c5","79ed473b-3537-45a4-a6a3-a4a412a3e59f","Schneider  Bergnaum and Ritchie","2667","SGD",656.85,0,"f09be5a89ae5f1c7ae5b328084849d7074523458ef39ac3670de2a68be703c3d","2021-08-27","4614245132661","scis_premiummiles"
"495683ae-f8ae-4766-883d-8f066dbfc183","79ed473b-3537-45a4-a6a3-a4a412a3e59f","Walter Inc","2706","SGD",552.42,0,"6c9d6fecb2bae23a9c4b9c0feab11a57622c963dd65403932959dbfe547e26a7","2021-08-27","4614245132661","scis_premiummiles"
"f6e19580-11ea-4524-8de6-a69c101346f0","9590a57e-3754-42f6-8aa3-42bcd05b3160","Kiehn  Kulas and Hessel","3785","SGD",3164.64,0,"ae0a88d0916abc00ef70fac0a050542a54f75794b54f332bfa5ebd01953cf1b8","2021-08-27","4973717656403","scis_premiummiles"
"f8cb0715-668f-4b3c-acdd-98951457e436","4c9c38e9-bc2a-4900-84e2-772f60c53d10","Parker Group","8657","USD",1829.29,0,"af7d58bb298f1357ee237b2811acdab4cf8fdf724ecd1ed75a1dcf8ae9b63c68","2021-08-27","4249014257744","scis_premiummiles"
"d667da3c-3adf-4416-9193-359753f8353f","98b3595b-e04d-4816-9a3e-13b7499c763e","Wolff","4656","USD",0.27,0,"1d93f67545ca3651680c83518ac6ce232a44320e817a6164ea15cee404b592ae","2021-08-27","4255-5516-6743-8234","scis_shopping"
"283e5380-f301-434a-b474-99c95b4a05bc","6129ccdc-b658-4c6f-a296-a5b6d71200ae","Watsica  Quigley and Kunde","1500","SGD",156.46,0,"0b448d0f68d9aa09ae9c88563c2ac9356c3e68b61583c426212ef9a5ad652e8e","2021-08-27","4397-8478-8894-5000","scis_freedom"
"89873adf-1fe5-466c-a21a-d21b5a032626","6129ccdc-b658-4c6f-a296-a5b6d71200ae","Waters  Bergnaum and Veum","6554","SGD",9.48,0,"bbc452c0061c14ca01c2765a55c117037e9c4ef3e4aa93a5fa1e854eff5463f6","2021-08-27","4397-8478-8894-5000","scis_freedom"
"1f1c352e-7fef-4da5-8571-c7971191f58e","2479eadf-817b-4db3-8e23-5032be03e7eb","Brown  Beahan and Bogisich","4831","USD",750.68,0,"b5d4a848f7934802be8ea7eeb6be60436bf5b9ed85de2f0670c448020f7bf590","2021-08-27","4920476804955","scis_premiummiles"
"1d99f581-4e9b-4ca3-ad17-640f59864b2b","2479eadf-817b-4db3-8e23-5032be03e7eb","Bosco  Harvey and D","2453","USD",1266.38,0,"d7dfb3d32ce6bc08fc340eb0738303f196afab2ad046bb9debc93649b6dfb6e2","2021-08-27","4920476804955","scis_premiummiles"
"081ec92e-f1d9-4046-bdc3-51c7f6da3d7d","2479eadf-817b-4db3-8e23-5032be03e7eb","Hamill Inc","6018","SGD",931.78,0,"ff6c023a7060bf106b7f0b22d5ac776614b544b85db662ac8249d17f1c1d758d","2021-08-27","4920476804955","scis_premiummiles"
"437e50c7-9acb-42a6-9af6-7f99c4e4d956","c50c8922-881d-490d-bd1f-aad6c124c778","Baumbach  Okuneva and Predovic",,"SGD",847.24,0,"1baebf324db9126a82681d739b82919c51f1574c00d4b0ab3d526e46f4e41393","2021-08-27","5510-7874-0005-7422","scis_platinummiles"
"10334c81-b30d-4ebc-b6a9-9fb1af270f01","0c80cea9-3f4e-44fb-95a7-3a84626a804a","Gutmann","6063","SGD",5258.05,0,"eb3e2d622b3d97c489c72e6219007bfaa34bdf4dd7f50eb6b68c4eeaeb9989c4","2021-08-27","4206-4523-4722-3817","scis_shopping"
"b347bb95-6c13-41a5-897f-c04c17ce256d","0c80cea9-3f4e-44fb-95a7-3a84626a804a","Ryan  Medhurst and Kiehn","3078","SGD",796.03,0,"9a5c92a364bee00915b30fc3b9b067dcdfcf256f487bb0cde985a7e9bb8afdda","2021-08-27","4206-4523-4722-3817","scis_shopping"
"e12cae1e-ed95-4942-a629-751d22109fdb","b8b6268a-3edc-4d74-9f9e-e6760fd7e93f","Mueller Group","6831","SGD",1.48,0,"67848676e10f26fe90356c38a8b260cc0fb25e45d4f54c27c5b9ced265f29dbe","2021-08-27","4586-4406-5496-9031","scis_premiummiles"
"e375688f-4f00-4f38-b151-ca17bba5ea10","b8b6268a-3edc-4d74-9f9e-e6760fd7e93f","O","4024","USD",1127.98,0,"96fbf1ef667eceb6486552dd1f10b5214d862d3c1896ec1ff978c162cbe4db1d","2021-08-27","4586-4406-5496-9031","scis_premiummiles"
"6b681cc6-bdc7-402d-b344-4902ae7d75fe","fb5d9738-ad51-430e-acd7-b7f0fe211dd3","Hudson LLC","8161","SGD",966.24,0,"5b687085e621d030b6e62ddf053f1598cb560d9e10b74d9f6983016d3a79e766","2021-08-27","4498-4259-3718-7359","scis_freedom"
"337d35a7-f126-4449-8f45-0b809b062549","fb5d9738-ad51-430e-acd7-b7f0fe211dd3","Price  Lindgren and Dare","6621","SGD",1.36,0,"da4163f16d10f754fbcc134c6ea9d7bf2cd4f6889d82948a0a7d715a21339dd5","2021-08-27","4498-4259-3718-7359","scis_freedom"
"f477e05f-a373-4ecd-9c8f-f80f9b2fb994","f1c3227b-83f8-4cbe-9b5a-51769c29803d","Keebler Group","7484","USD",6.75,0,"3d412ea1888cd9980c16eb9607cc46f397c3c28ebd881d0b95f367d59d51a560","2021-08-27","4971-3079-5701-6351","scis_shopping"
"975a7d86-e498-4ed7-85b1-0bcb8ddad406","3b6425d1-1006-4de8-93ea-428fece37569","Kautzer","4898","SGD",260.81,0,"be107544b86a927fd4e1f4b13f29c2b4fa8dcc9353939840f28828d251b0ec3a","2021-08-27","4392822941412","scis_premiummiles"
"dd50e23d-bd2c-437c-ad15-3626ff3f1f0a","7b350cf6-b973-4177-81c0-b9af008e8b7f","Rippin","5820","SGD",2.93,0,"2655ec75dc311c10483c79df1ff9f968a2f76c19dee0f02ecaabae18e42c7a63","2021-08-27","4627-3538-2954-3857","scis_premiummiles"
"1b862453-f97a-4ba9-8a8e-c259388954e3","7b350cf6-b973-4177-81c0-b9af008e8b7f","Zieme LLC","2482","USD",9720.05,0,"b59102d200128ee516318f6871458af5ecbb0c1757dc8be6ce6f9e3a7254b659","2021-08-27","4627-3538-2954-3857","scis_premiummiles"
"810db81b-939d-4585-a90e-7a6747233d74","7b350cf6-b973-4177-81c0-b9af008e8b7f","Bauch  Gibson and Rempel","2357","USD",0.11,0,"fc5c5aca249e5dd633a9c170d4e33ddd90e0930738b10b318aee0b200b9a1e2d","2021-08-27","4627-3538-2954-3857","scis_premiummiles"
"326f2761-f142-45e0-9410-fdbc380d96b4","7b350cf6-b973-4177-81c0-b9af008e8b7f","Haley Group","1572","SGD",70.47,0,"75b433eed137c9ea039343e8f8c6d20d761b462ce5dea4935aa407d016df485c","2021-08-27","4627-3538-2954-3857","scis_premiummiles"
"d358c14d-0ce4-44a7-9b6f-93398438025f","7c65ab55-77f5-4cab-a3bd-f6901924f999","Rutherford","6751","SGD",52.84,0,"a79d085f79df9a073964288fc1c55066eef5bc594b7398f5227e7d2284df0c92","2021-08-27","4378980784009","scis_shopping"
"3e065b82-72ae-4aef-a61f-c74c750fd4b3","73fac73e-35c5-4c03-acd0-d0827bbeb5a3","Lockman  White and Reinger","2089","SGD",225.23,0,"60a686f32cc4e14e47528c024ea876fe689e37ef855cd05a5081990bcbf0b9d4","2021-08-27","4689-2062-6273-8878","scis_shopping"
"3bbc8a61-8f6f-484e-bb1e-c1e8f589e71e","73fac73e-35c5-4c03-acd0-d0827bbeb5a3","Pagac","4782","USD",73.73,0,"65908bd0240e72e4d179e2f2c74a83b661b8dce1c9fb5fa669eeebb8fd3ab860","2021-08-27","4689-2062-6273-8878","scis_shopping"
"0bf2de3e-f857-4958-ac01-6ce551d6ed13","73fac73e-35c5-4c03-acd0-d0827bbeb5a3","Nader Inc","7731","SGD",3976.26,0,"f5efbfe71bb210fa65a96f453fcddfec30db4ee20f25094260b50971c20e3105","2021-08-27","4689-2062-6273-8878","scis_shopping"
"510b7b09-5e6b-479d-b78e-e4099216293a","b2d643d0-cac9-4342-ae53-a4fa13e4efcb","Stamm  Reilly and Crist","9190","SGD",3.88,0,"e680bdca222dd9194b4e3dce7f3e5a290837bb428b7d2ac8d90971619f05e309","2021-08-27","4473507193857","scis_freedom"
"db730e22-2b80-4768-9b3d-b918fae4a0d2","b2d643d0-cac9-4342-ae53-a4fa13e4efcb","Blick LLC","7462","SGD",66.52,0,"51797a036537ff84ba1b08c29b3000b52b23ba594a8aa0b9c0846be2afe70804","2021-08-27","4473507193857","scis_freedom"
"0d1b9a5b-c126-4117-afc8-84ca507f6365","b2d643d0-cac9-4342-ae53-a4fa13e4efcb","Ferry","5017","SGD",2.41,0,"66367b08e1681dd776999456c8597a6c620c3bd030d2d4de5d9392be2e5ab19f","2021-08-27","4473507193857","scis_freedom"
"f3ba147f-5901-4c05-a6f6-ca9a64171e6f","b2d643d0-cac9-4342-ae53-a4fa13e4efcb","Lynch","4797","SGD",0.68,0,"3d339fe9365fd0a935cac6417875309f4247bfb9c8aeed04d9c3ee448c26e589","2021-08-27","4473507193857","scis_freedom"
"96713761-f825-4c8b-8d22-7e4cd424e416","07787e56-1709-44aa-b690-57469e413b39","Casper","7728","SGD",6.69,0,"5f267f4d5298adb2d7338c6de94de85cc026c9224c9f516f106a7de0cf602cea","2021-08-27","4103695230555","scis_shopping"
"fa4da746-293c-493d-bc80-6d27fb986b5d","07787e56-1709-44aa-b690-57469e413b39","Dooley  Hauck and Homenick","8521","SGD",1565.31,0,"7f0e02a741096d05e5875f4bcc1ee5aada8f5979d69b940c1a99cafc88d1ec4c","2021-08-27","4103695230555","scis_shopping"
"de8e45c5-94e3-49f3-b910-bb9fc491de64","2a54f8e6-3b66-4b25-aae2-183175255687","Kemmer  Adams and Rosenbaum","7369","SGD",54.47,0,"509af72934b059d2f413a6bc5b2b0d726710c56c7170ffe3f99a3676fd0b6c87","2021-08-27","4136-6058-4014-4716","scis_premiummiles"
"95c7a75a-3b2b-433f-a572-11fba48ffba4","2a54f8e6-3b66-4b25-aae2-183175255687","Wuckert  Senger and Schowalter","1587","USD",407.14,0,"3cee5c69ba29e355ff2f180d90150a9a2ca40e13d3a793b5fbb64477d8165b27","2021-08-27","4136-6058-4014-4716","scis_premiummiles"
"cafb744d-3d05-4cae-b50c-b2976fa7b27a","96544016-f0b6-4da4-960a-2696983d83d6","Gottlieb  Harris and Considine","4572","SGD",13.07,0,"2099a881f24451477c758558c367912a1694f1b41ce8a18cd8f2078a5f57f56f","2021-08-27","4415-3347-0008-0546","scis_premiummiles"
"e432dc4e-27c3-4b06-964e-370a7d7c9607","96544016-f0b6-4da4-960a-2696983d83d6","Kautzer","9722","SGD",8.75,0,"35bef862d49a1e9f2c06309b881661eeecf9d313f5fe29284fa5913c03f5e9f2","2021-08-27","4415-3347-0008-0546","scis_premiummiles"
"b16ace21-cfaf-4fbe-86c6-e7b0599a6b5a","a908aa15-6876-437a-b3cd-b61aa09d2976","Monahan  Anderson and Luettgen","3891","USD",89.59,0,"8f8a08fe770a86797daf7f9c17f16529ac471a816c64e60f162b95e6f3ae504a","2021-08-27","4773045873419","scis_shopping"
"a858753c-0bcb-4586-b05d-573439552646","a908aa15-6876-437a-b3cd-b61aa09d2976","Pfannerstill and Sons","2236","USD",463.96,0,"13dd782ba098a65dffe19fbf1f10cdd062caecd62672d6ca559b1866979c7e52","2021-08-27","4773045873419","scis_shopping"
"dfa79e98-feae-4f5e-9412-56f1b7fc553d","a908aa15-6876-437a-b3cd-b61aa09d2976","Douglas","9481","SGD",29.56,0,"0a2f3de44290b1d2d40ada29b734af3b79e2a16fb33e13592c613642ef691ad5","2021-08-27","4773045873419","scis_shopping"
"fbf41917-b889-4018-88ca-c95a264c4dfa","5629d2f0-9049-451d-abe8-8c4f6104f272","Rowe  Satterfield and Bruen","1542","SGD",2974.12,0,"250036ea3168fceb6bfb031cbbd7d9a95bb695334e4ed029fbccb08cfc656feb","2021-08-27","4463-8928-2266-8325","scis_shopping"
"8a59e01d-1b4e-403b-94d5-a9d22325ca07","93785ddc-e718-434d-aa2e-8074ba3852f6","MacGyver  Harber and Schuppe","7265","SGD",251.98,0,"dea54f6d9eaf8ad44bc4a5a69f10a48b15d3ddd4828929f22317c90bed6fa06a","2021-08-27","4860916361887","scis_freedom"
"030bb23a-2311-465e-ac38-a1e0ffdf00d4","93785ddc-e718-434d-aa2e-8074ba3852f6","Bailey Inc","6631","SGD",6798.25,0,"fbefbfe921e377c57aef74aaa68d299f091b7f7cc1bd2e1483a609007137b680","2021-08-27","4860916361887","scis_freedom"
